,tag,text
3781,pc,"Приходит мужик в магазин и говорит, что он идет на бал-маскарад и хочет купить костюм Адама. Продавщица приносит ему фиговый листок. - Маленький! Приносит побольше. - Все равно маленький! Принесла еще больше. - Да маленький же!!! - Слушай, перекинь это через плечо - и будешь на балу бензоколонкой, а?"
3782,pc,мама можно я искупаюсь ? -хорошо . только не намокни .
3783,pc,"- Девушка, да я таких, как Вы, гигами из Инета качаю!"
3784,pc,"Винни-пух спрашивает Кролика: а зачем ты меня мёдом кормишь, а тот отвечает - предметное стёклышко для этого и существует."
3785,pc,Новости рынка программного обеспечения: вышла русская версия Windows XP в переводе Гоблина.
3786,pc,"Программист в армии. Занятия на стрельбище. Отстрелял упражнение. Подведение итогов. Прапорщик: Нет ни одного попадания, все мимо мишени. Программист: Это уже ваша проблема, у меня все пули ушли."
3787,pc,Давай сьиграем в шахматы в умеДавайПешка с E7 на E5Конь с D2 на G3Дурак конь так не ходит(даёт щелбан)Ну вот ты все шахматы рассыпал теперь один играй
3788,pc,fantazer: Да ладно. Я в свои 25 за свои заработанные уже купил первую машину и первую квартиру в Минске.Scalpel: ник у Вас хороший!
3789,pc,"Один админ решил повесится на мониторе, но потом пришла жена админа и сказала: дорогой ты кончай висеть на мониторе очки застудишь."
3790,pc,"Жена посылает своего мужа-программиста в гастроном:- Возьми палку колбасы и, если будут яйца, - возьми десяток.- Хорошо.Заходит в магазин.- Здравствуйте! Дайте одну палку колбасы.Ему дают. Он спрашивает:- Да! А яйца есть?- Есть.- Хорошо, тогда дайте еще 9 палок колбасы!"
3791,pc,"Задача:Коля Чайников не имеет CD-рома, у Васи Хакерова есть CD-ром и крутая игра.От Коли до Васи 30 минут ходьбы, у коли есть две дискеты объемом 1,44 м, игра имеет объем 622 м, Время на запись 3 мин 42 сек.Вопрос: через сколько времени Вася поймет, что игра запускается, только при наличии  CD-рома?"
3792,pc,"Капля некотина убивает лошадь, а чашка кофе убивает клавиатуру!"
3793,pc,"Приходит студент-программист на занятия с утра злой. Его однокурсники спрашивают:- Ты чего такой злой?- Да программу вчера всю ночь набивал.- И что, не заработала?- Да нет, заработала.- Может, неправильно заработала?- Да нет, правильно.- А что тогда?- Да на Backspace уснул…"
3794,pc,"Когда наконец то изобретут компьютер, который при голосовой команде: ""Во блин"" отменяет все последние действия."
3795,pc,"У программиста спрашивают:- Как вы считаете, сколько обычно занимает половой акт?- Ну, всегда по-разному, но в большинстве случаев не менее 2 Мб."
3796,pc,Почему программисты не живут отдельно от родителей?- Не хотят чтобы отключилась функция автозаполнения холодильника.
3797,pc,"Если программер изобретет еще более понятный интерфейс,мир создаст еще более тупого юзера."
3798,pc,"Windows:""Приветствую вас, мой повелитель! Вы действительно хотите удалить этот файл, мой повелитель? Извините, я не могу удалить этот файл, мой повелитель, без него моё существование станет невозможным, о мой повелитель!Linux:""Дарофф, чувак! Хочешь это сделать? Валяй! Что ""Ой, блин!"" ? Я тебя просил это делать? Тряси теперь бубен, я послушаю..."""
3799,pc,Антивирусная программа обнаружила вирус. Что делать:Вылечить.Переместить в карантин.Удалить вирус.Игнорировать.Послать другу.
3800,pc,"Сидит хакер со своей девчонкой в комнате, хакер за компом, девчонка на кресле.Хакер что-то делает, а девочка хочет привлечь его внимание: - А у нас вчера под окнами НЛО завис...Хакер (сердито, не отрываясь от компа):- Надо было UNIX ставить, под ""окнами"" все виснет..."
3801,pc,"Хакер подходит к телефону:Звонящий: Алло!Хакер: Проверка пользователя и пароля.Звонящий: Алло! Что такое?! Что случилось?Хакер: Для справки нажмите F1.Звонящий: Какое F1!!! У меня дисковый телефон!Хакер: Тогда вставьте Диск N2 и нажмите Enter.Звонящий: Какой диск! Какое F1! Васю можно?!Хакер: Указаный Вами пользователь не найден, повторите попытку позже."
3802,pc,"Сайт, который можно сделать за две недели, мы делали три месяца. Потому что нельзя ничего сделать за две недели."
3803,pc,Что должно полагаться за Орифлейм? Орибан от оримодератора!
3804,pc,"Уфолог спрашивает программиста:- Почему вы скрываете от общества свои контакты с внеземными цивилизациями?- Ты что, рехнулся?- Да вы между собой только и говорите - отдал на ВЦ, пошел на ВЦ, на ВЦ обработаю!"
3805,pc,"Зачастую разговор со службой техподдержки интернет-провайдера складывается так, что становится непонятно – кто кому оказывает помощь."
3806,pc,"После создания Михаилом Прохоровым Ё-мобиля, российские бизнесмены работают над созданием Ё-фона и Ё-пэда."
3807,pc,"Из переписки:прикинь, у меня тут антивирусы друг друга за вирусы приняли - войну развернули - вот уррроды!))))так прикольно - вчера каспЕр убил нода,а седня остаточные файлы ндоа самостоятельно скачали себя и подкрепление из инета за счет моего траффика, даж не спросив - и вместе мочат каспера)))ес каспЕр проиграет - у меня полсистемы, грят, рухнет))но се равно за нод сёня болею - живучий падла)"
3808,pc,"Не пользуюсь тимвьювером, т.к. с ним ощущения не те... (c) kaapi"
3809,pc,"Программисты учатся на ошибках других программистов, а потом обучаютновых программистов тем же ошибкам."
3810,pc,"Программист отличается от пользователя, как зоолог от зоофила."
3811,pc,"Народная примета: если программист в рабочее время играет, значит, либоу него мало работы и большая зарплата, либо много работы и маленькаязарплата."
3812,pc,"Программист пишет СМС-ку своему директору:- Ту зарплату, которую ты мне платишь - можешь засунуть себе в задницу.Я стою миллион долларов!!!Директор: - Кто тебе сказал?Программист: - Пираты в Сомали!"
3813,pc,Объявление: Программист ищет работу. Выполню в одиночку проект любойсложности. In-team не предлагать.
3814,pc,"Блин, сбрил бороду! К чему теперь гарнитуру цеплять, когда без майки закомпом сижу?"
3815,pc,"Кряк к реалу:1. Заходим в большой гипермаркет после 0:00 (Лента, Метро, Реал,Пятерочка)2. Выпиваем любой понравившийся вискарь3. Подходим с пустой бутылкой к кассе и говорим: ""Извините,не удержался, но готов оплатить""4. Слышим ответ ""Мы не можем пробить эту покупку, так как  пофедеральному закону запрещена продажа крепких напитков после 125. Извиняешь и уходишь домой ничего не оплатив :)P.S. Проверено - работает!"
3816,pc,"30-40 лет назад жизнь среднестатистического инженера за сорок летпредставлялась как ""жена, работа, телевизор"". сейчас жизньсреднестатистического программиста за тридцать описываетсятак: ""компьютер, компьютер, компьютер"""
3817,pc,"Сисадмин - самый трудолюбивый сотрудник в офисе: пашню засеял, городпостроил, воинов купил..."
3818,pc,"Программист после напряженного трудового дня залезает в холодильник,достает пачку масла, читает на обертке: ""Масло сливочное. 72%"". В головебыстрая мысль: ""О! Скоро загрузится!"" Возвращает масло в холодильник.Закрывает дверцу."
3819,pc,"Семья программистов.- Зайди сюда!- Куда, нет ссылки?!- НА КУХНЮ, БЛЯ!!!"
3820,pc,"- Курение убивает! - сказал сисадмин, давя таракана пачкой сигарет."
3821,pc,Мой сын точно будет хакером - он еще в презервативе нашел уязвимость.
3822,pc,"Хакерская любовь- Катя, ну и зачем ты от меня свой возраст скрывала?Я ведь все равно взломал твой комп и вычислил пароль – 1986."
3823,pc,"- Алло! Скажите, почему ваш антивирус так долго проверяет фильм?- А как вы хотели? Он его смотрит!"
3824,pc,"Просыпаюсь - сажусь за компьютер, прихожу на работу - сажусь закомпьютер, возвращаюсь домой - сажусь за компьютер, чувствую себявнешним устройством...Походу я флэшка..."
3825,pc,"Он был алкоголиком, он никогда при установке программ на компьютер нечитал лицензионного соглашения, он вообще не знал что это лицензионноесоглашение, но он всегда честно признаваясь нажимал - Принимаю!"
3826,pc,"Секретарша у сисадмина:- Коля, у тебя Акробат стоит?- Все реже и реже."
3827,pc,"Нажимаю ""Мой компьютер""... не моет, сука."
3828,pc,"Кто бы мог тогда подумать, что папа дяди Федора из ""Простоквашино"" былпрограммистом: в свитере, с бородой и защищал кота."
3829,pc,"Любимая песня русских программистов, осевших на постоянное местожительства в Калифорнии: ""И на Тихом океане свой закончили поход""."
3830,pc,"Только у программиста фразы ""Все повисло"" и ""Все встало"" означают одно ито же."
3831,pc,"- Милый, у меня кончик языка болит, посмотри пожалуйста...(не отрываясь от монитора) - Всё нормально, - он раздваивается."
3832,pc,"Компьютерщик со стажем, садясь в машину вставляет ключ и ждет, когда наприборной доске высветится сообщение о его обнаружении и успешнойинсталляции..."
3833,pc,"По первой же фразе ответа на вопрос ""Какой у Вас дома компьютер?""(""Pentium 4"", ""дорогой"", ""красивый"", ""гламурненький"", ""белый"", ""а х...его знает!"") можно многое сказать о человеке и его отношении к технике..."
3834,pc,"Язык ""Буревестник"" - это секретная разработка советских программистов.Применялся для пыток американских программистов. Ныне известен каквстроенный язык 1С."
3835,pc,"Приклеенный скотчем банер на мониторе:- Зачитался? Помни! Пельмени, суп, чайник!"
3836,pc,"xxx: наткнулся на вакансию программистаxxx: требования: знание C++‚ C#, java script, Linux,Virtual machines(vmware).xxx: они укуренные что ли?yyy: Расслабься, девочка из HR-отдела наверное просто вбила в гугл""программирование"" и переписала первые результаты =)"
3837,pc,"Устанавливаю себе ""Фотошоп"", и тут опа! - вылазит окно: ""Введите ключ,указанный на обратной стороне коробки с диском"". Какой коробки, какогодиска, о чём они, с ума посходили?! Неужели не знают, что программы изинтернета берутся?! А ещё программисты..."
3838,pc,"А вы знаете, что в 2012 году будет большой праздник православных программистов: 1024 года со дня крещения Руси?"
3839,pc,"- Вадик, у тебя бывает такой день, когда ты не включаешь компьютер? - Конечно, ведь я его не выключаю."
3840,pc,99% ошибок компьютера сидит в полуметре от монитора.
3841,pc,"- У пятнистого горностая температура тела 42 градусов, а зрение в 5 раз острее, чем у человека.Компьютерщик:- Так мощная видеокарта всегда греет систему сильнее."
3842,pc,Программист не стал заморачиваться и назвал детей новый сын (1) и новый сын (2).
3843,pc,"Один программер спрашивает другого:- Как Иисус накормил 5000 людей 5 хлебами и 2 рыбами?- Думаю, не обошлось без функции ""копировать-вставить""..."
3844,pc,"- Эй, очкарик. Как пройти в библиотеку?- С:WINDОWSsуstеmSYSТЕМ.dll"
3845,pc,"Настоящий админ слово ""Север"" только с третьего раза может прочитать как ""Север"", а не ""Сервер""!"
3846,pc,"Белорусские программисты разработали программу, контролирующую действия пользователя:Е-батька v 1.0"
3847,pc,"Я потерял свой ноутбук... Ну как потерял - я его пингую, я могу зайти на него по удаленному доступу, я просто не знаю, где он есть..."
3848,pc,"Купила планшет, никак не разберусь - ну и куда теперь не проливать кофе?"
3849,pc,"Разговаривают два компьютерщика:- Моя девушка прямо как компьютер!- Что, такая умная?- Нет, тормозит и постоянно требует новые платы."
3850,pc,"В компьютерном клубе.Мальчик:- Админ! Админ! Там в туалете пацан застрял!Админ:- Ну и что, мне теперь ему туда сеть провести?"
3851,pc,"- Уважаемый Александр! В нашей бухгалтерии снова не работает  банк-клиент.- Уважаемая Марина, ХЗ как Вы его запускаете - но у меня все работает!- Что значит хз?- Хочу Знать.- Спасибо."
3852,pc,"Админ Вася неправильно настроил доступ, и его жена расшарилась напол-города."
3853,pc,"Звонит женщина в техподдержку:Т: Алло. Чем могу быть полезен?Ж: Как вы смеете!? Почему вы забиваете память моего компьютерапорнографией?Т: МЫ забиваем? Извините, как это?Ж: Я у вас два месяца назад компьютер купила. На диске все времяпоявляется порнография. Я поговорила со своим сыном, он сказал что этовы делаете!Т: Мадам... поговорите с ним еще раз."
3854,pc,"Согласно последнему независимому научному исследованию, сидение закомпьютером более четырех часов в день значительно улучшает зрение иснижает риск заболевания геммороем. Независимое исследование былопрофинансировано компанией ""Майкрософт""."
3855,pc,"- Это мастерская по ремонту компьютеров?- Да- Блин, у меня всё пропало!- Что пропало?- Ну всё, в-о-о-ще… погодите, во, блин, появилось!- Что появилось?- Всё появилось!Гудки"
3856,pc,"Беседуют два компьютерщика:1-й: Слушай, звук уже оцифровали, видео тоже! Осталось запах оцифровать!Прикинь, как можно было бы девушку порадовать, послать ей любой, самыйкрутой аромат!2-й: Ну-ну, размечтался. А ты подумал какие вирусы тогда появятся?!!"
3857,pc,Как-то решил шеф уволить программиста.Обитатели офиса сбежались просить за него.- Иван Кузьмич! Сейчас уволить программиста - это всё равно что  зареазать курицу несущую золотые яйца !- Золотые яйца!?И так нехорошо смотрит на юную секретаршу...- Да я ему их откручу!!!
3858,pc,"Программист звонит в библиотеку.- Здравствуйте, Катю можно?- Она в архиве.- Разархивируйте ее пожалуйста. Она мне срочно нужна!"
3859,pc,"Если кот любит спать на клавиатуре, значит в прошлой жизни он былпрограммистом."
3860,pc,"Жена - засыпающему мужу-админу:- Милый, прохладно – я закрою окно?- Не закрывай, просто сверни его…"
3861,pc,"- Касперский знаешь как действует?- Как?- Просто. Сам всю память занимает, и хрен какой вирус пролезет!"
3862,pc,"Почему у ""Касперского"" при очередном отображении хакерской атаки на мой комп, во всплывающем окне, рядом с кнопкой ""Подробно"" нет кнопки ""Покарать""?"
3863,pc,"- Почему я не вижу системные файлы? - А папка у тебя какими обладает свойствами? - Ну... пьёт, ругается, иногда дебоширит, поздно домой возвращается..."
3864,pc,Страшный сон программиста - это когда забыл пароль и девичью фамилию своей матери.
3865,pc,"Настоящий сисадмин может на глаз определить, сколько весит файл."
3866,pc,"Программисты на работе общаются двумя фразами: ""непонятно"" и ""вроде работает""."
3867,pc,Программист — это профессиональный конвертер галлюцинаций заказчика в жесткую формальную систему.
3868,pc,Ничего не появляется из ниоткуда.Ничего не исчезает само по себе.Всё дело рук БЕСТОЛКОВЫХ ЮЗЕРОВ!!!!!Системный Администратор.
3869,pc,"В Подмосковье учёные обнаружили мальчика, воспитанного сисадмином.Он добродушен, упитан, любит пиво, начитан, обладает грамотной речью...Но какой же он нудный!"
3870,pc,"Девушка-программист ищет парня-брандмауэра, чтобы быть за ним, как за стеной."
3871,pc,"Пора бы уже и врачам взять на вооружение золотое правило программистов: ""Если оно работает - лучше не трогай!""."
3872,pc,"Сидят два программиста, рассматривают фотографию девушки:- Она у тебя первая?- Не, нулевая."
3873,pc,"До того как я стал 1С-программистом, слово ""зарплата"" вызывала у меня только положительные эмоции."
3874,pc,Системный администратор должен думать на один-два клика дальше мышки.
3875,pc,Сисадмин - это компьютерный проктолог.
3876,pc,"Сценарий XXX фильма для компьютерщиковПока в командировке, жена случайно ломает компьютер. Боясь что муж об этом узнает вызывает на дом мастера по объявлению в интернете. Приходит небритый волосатый мужчина в свитере. Он понимает что она боится рассказать мужу и поэтому она полностью в его власти. Акт длится целую ночь - подробно показываются сцены переустановки Windows, восстановления файлов с помощью Acronis, особенно жестоко показана сцена настройка dialup соединения."
3877,pc,Разговор подруг:- Мой муж программист - дебил. Сделали сыну прививки и он написал на ребенке маркером: «Вирусная база обновлена 01.10.12 г.»
3878,pc,В этом сезоне среди программистов популярны красные рубашки под цвет глаз.
3879,pc,"- Мишаня - программист от бога!- Уточняй, от какого именно бога. По-моему, он от Бахуса."
3880,pc,Программисты после смерти попадают в ад и вечно крутят там ручку механического арифмометра ...
3881,pc,"Определение программиста:живой организм, превращающий кофеин и пиццу в программное обеспечение."
3882,pc,"Объявление: ""Программистка-индивидуалка. Выезд, апартаменты. Классика, реверс-инжениринг, глубокий кодинг без ТЗ. Звони! Есть подруга бизнес-аналитик""."
3883,pc,"Мальчик, решивший стать программистом, уже неделю перебирал сломавшийся компьютер. Его мама круглосуточно возилась на кухне. Было непонятно, почему она вдруг начала так вкусно готовить. Мальчик не знал, что три дня назад мама случайно услышала отрывок его разговора с приятелем: - ... Память у меня хорошая. У меня с питанием проблема. Я вначале на ""мать"" грешил, думал, уже избавляться от неё буду, но пусть пока будет, какая есть. А вот питание, как выяснилось, хреновое. Буду думать, что делать."
3884,pc,В этой версии программы исправлены старые баги и добавлены новые.
3885,pc,"Народная примета. Если вы видите сисадмина с чистой головой, значит, недавно был дождь."
3886,pc,"Если бы сисадмины работали в МЧС: - Алло! Приезжайте, здесь жёлтая двенадцатиэтажка горит! - Ну, не знаю, у меня напротив такая же жёлтая двенадцатиэтажка, и она не горит."
3887,pc,"Сидят два программиста в ресторане. Первый спрашивает: - А ты можешь двумя пальцами меню вызвать?Второй: - Конечно! Ctrl+Esc.Первый: - Да не, смотри! - щёлкает пальцами. Подбегает официант: - Меню, пожалуйста!"
3888,pc,"Так вышло, что я работаю программистом. И на вопрос ""Кем работаешь?"" я отвечал как есть. В результате все мои знакомые и друзья звонят и тащат мне свои системники, ноуты и даже телефоны на починку, просят выбрать ""какой-нибудь путёвый"" девайс для обновки. Все разъяснения про разницу программиста баз данных и компьютерного слесаря проходят впустую. В один ""прекрасный"" день мне всё это осточертело. И на вопрос ""Кем работаешь?"" я стал отвечать ""Архитектором баз данных и программных оболочек"". Звонки поутихли. Но вчера позвонил приятель и попросил помочь ему спроектировать на даче сортир."
3889,pc,"Программисты в старости: - Внучек, возьмёшь скрипты? Я сам писал. - Дед, у нас дома и своих скриптов навалом! - Да у вас-то, небось, все скачанные, а дед сам писал!"
3890,pc,"Из-за того, что я умею пользоваться интернетом, меня многие считают программистом."
3891,pc,"Жена программиста:- Дорогой, у нас будет ребёнок!Программист:- Ты хочешь сказать, что я некорректно вышел?"
3892,pc,"В деревне программистом называют того, кто умеет включать компьютер."
3893,pc,"Программист решил занять у друга 1000 рублей, но для ровного счёта занял 1024."
3894,pc,"Разговор двух админов:- Слушай, я давно не писал ручкой. Ты не знаешь, где у нее можно поменять раскладку с русской на английскую?"
3895,pc,На работе с утра программист бегает и ворчит: - Кто брал мою кружку? (задумался) И вымыл её!?..
3896,pc,"В сказке для программистов поросята спасаются в домике из говна и палок, который они ремонтируют быстрее, чем волк его ломает."
3897,pc,"Звонит программист беременной жене:— Ты где?— На сохранении.— Ну ладно, позвонишь, когда сохранишься."
3898,pc,На работе IT-шника спрашивают: - Ого! Ты чего сегодня такой красивый? На свидание вечером? - Нет... Вчера джинсы порвал.
3899,pc,"В нашей команде достаточно опытных разработчиков, настоящих профессионалов своего дела. Поэтому, спустя какое-то время, мы всё же нагугливаем решение."
3900,pc,"Мальчик, решивший стать программистом, уже неделю перебиралзаглючивший компьютер. Мама возилась на кухне. Было не оченьпонятно, почему вдруг она начала замечательно и вкусноготовить. Он не знал, что три дня назад она случайноуслышала обрывок его разговора с приятелем:-....""Память у меня хорошая. У меня с питаниемпроблемы. Я вначале на ""мать"" грешил, думал уже,избавляться от неё буду, но пусть пока будет, какая есть. Авот питание, как выяснилось, хреновое. Буду думать, чтоделать.""....."
3901,pc,"Чтобы в моей сумочке что-то найти, туда необходимо встроитьЯндекс."
3902,pc,"Большинство пользователей интернета очень похожи на бомжей,рыскающих в огромной помойке в поисках чего-нибудь болееменее стоящего."
3903,pc,"Разговор в чате: — Помогите, уменяпробелнеработает! Ответ: — Настоящему_программисту_пробел_не_нужен!"
3904,pc,"Ночь – это время приключений. Никогда не знаешь, кудаприведут перекрёстные ссылки Википедии."
3905,pc,"Из журнала «Популярная Механика» (США), 1949 год:«В будущем, компьютеры будут весить не более полутора тонн…»Действительно…"
3906,pc,"После хорошей пьянки всегда есть, кого добавить в друзья"
3907,pc,"Запрос в гугле:""Где в Мордовии можно нормально посидеть сдрузьями""?0,33 сек. Найдено 15 колоний и 10 поселений."
3908,pc,"Чтобы не терять флешку, прикрепил её как брелок к ключам.Теперь забываю ключи в компьютере."
3909,pc,"Чем мощнее процессор на вашем компьютере, тем быстрее совсеми своими задачами справится вирус."
3910,pc,- Почему вы так редко обновляете сайт?- А почему вы так часто заходите?
3911,pc,"Если интернет – это наркотик, то провайдер – это оптовик."
3912,pc,"Сын к папе-интернетчику подходит:- Папа, а адрес пишется с одной ""с"" или сдвумя?- С тремя ""w"", сынок"
3913,pc,"Ваш пароль должен содержать минимум одну цифру, заглавнуюбукву, символ, иероглиф, коловрат, число зверя и кровьдевственницы."
3914,pc,"Уборщица заходит в отдел информационных технологий и громкоспрашивает:- Кто тут компьютером умеет пользоваться?Все без исключения как-то реагируют в положительном смысле.Уборщица продолжает:- Тогда садитесь за них, выходите в Интернет и ищите, козлы,сайт где учат пользоваться сортиром!"
3915,pc,"Американские программисты очень долго не могли понять,почему их русские коллеги при зависании Windows все времяповторяют фразу ""твой кролик написАл"" (Your BunnyWrote) (прим.: английский вариант следует прочитать быстро)."
3916,pc,"Мужик звонит в магазин и говорит продавцу:- У меня дым из компьютера идет.- У вас, наверно, блок питания сгорел.- Нет, мне сказали, что если поменять что-то в аutoехес.bаt,то он перестанет.- Нет, это не поможет, у вас блок питания сгорел.И так - полчаса,пока продавцу не надоело. Продавец:- Вам нужно позвонить в Мiсrosoft и заказать NOSМOKЕ.СOМЧерез полчаса тот же мужик звонит и говорит:- Мне нужен новый блок питания, потому что мне в Мiсrosoftсказали, что мой старый блок питания не подходит к их версииNOSМOKЕ.СOМ"
3917,pc,"Сколько людей решило бы проблему с лишним весом, если бы укомпьютера были педали!"
3918,pc,"- Вчера долго пытался объяснить бабуле, что работаюпрограммистом...- ???- Короче, сошлись на том, что чиню телевизоры и развожумышей..."
3919,pc,"Кто у трезвого на уме, тот у пьяного в исходящих"
3920,pc,"икогда, икогда е стригите огти епосредствео около оутбука!!"
3921,pc,Наше поколение будет в завещании оставлять логины и паролиот соц.сетей.
3922,pc,"А на улице-то – уже темно, как у Малевича в квадрате…"
3923,pc,Семейное положение: сплю с ноутбуком.
3924,pc,"Если назвать какую-нибудь папку «Шмойства», а потом щёлкнутьправой мышкой и открыть свойства, то будет написано«Свойства Шмойства»."
3925,pc,"""Материться по настоящему, я научился когда стал водитьмашину"", - так думал я, пока не купил компьютер и неподключил Интернет."
3926,pc,"Если назвать папку ""Шмойства"", а потом щелкнутьправой мышкой и открыть свойства, то будет написано СвойстваШмойства."
3927,pc,"— Вот, здесь, нажимаете «новая вкладка» и появляется новоеокно в браузере…— Так, стоп! То есть, я зря второй ноутбук покупал?"
3928,pc,"Сисадмин - самый трудолюбивый сотрудник в офисе: пашнюзасеял, город построил, воинов купил..."
3929,pc,Internet Explorer был признан самым безопасным браузером.Потому что им никто не пользуется.
3930,pc,Кто рано встает — тот в онлайне один.
3931,pc,"Компьютерный вирус, это враг или друг?Это кормилец! (Евгений Касперский)."
3932,pc,"Один программист к другому в гости зашел. Ну отправились накухню, по ""рюмочке чаю"" пропустить. А 6-летнийсынишка попросился за компом пока посидеть, поиграть.И вот беседуют они на кухне, и гость спрашивает:- А не стремно парнишку за свой комп-то сажать? У тебя жетам все базы данных, разработки?- Да нет, у меня рабочие папки все запоролены и скрыты, оних не найдет просто.Через полчаса мальчик вбегает на кухню:- Пап! А что за надпись такая английскими буквами на черномэкране: ""Формат С комплетед""?"
3933,pc,"Возвращается программист в восемь вечера домой. Женаспрашивает:- Ты почему так рано?- Мама умерла...- А я тебя предупреждала, что она долго не протянет спаленым китайским кулером!"
3934,pc,"Только у программиста фразы ""Все повисло"" и""Все встало"" означают одно и то же."
3935,pc,"Ищу в гугле аккорды песни семь-сорок. Гугл радостноинформирует: ""семь - сорок = минус тридцать три"""
3936,pc,Yer_sub: А ты сколько работаешьполучаешь?Nice_Rabbit: Многомало
3937,pc,"С криками ""Фильтруй базар, сука!!!"" сисадмины билиногами свежепойманного спамера."
3938,pc,"Три бутылки самогона в пакете с надписью: ""Полный пакетрешений Мiсrоsоft""."
3939,pc,"Шоб тебе Бог послал электронную книгу, шоб текст в ней был вдампах!"
3940,pc,"- Ты почему так не любишь американцев?- Да как представлю, что им раскладку клавиатуры не надопереключать..."
3941,pc,"Внимание!Вы изменили положение мыши.Для того, чтобы изменения вступили в силу, необходимоперезагрузить компьютер."
3942,pc,"Первым хакером признан старик, закачавший через сетьособняк, дворянский титул и новое корыто."
3943,pc,"- Ви з комп'ютером на ""ти"" чи на""ви""?- Я з комп'ютером на ""йоб твою мать""!"
3944,pc,"Если судить по дискуссиям в фейсбуке, Европу захватилибеженцы, а Россию - лабутены."
3945,pc,"- Рабинович, какие газеты Вы выписали на этот год? — А зачем? Интернет ведь есть... — Я дико извиняюсь, а в туалет Вы с клавиатурой ходитьбудете?"
3946,pc,"Из мемуаров техподдержки.- У меня компьютер не видит принтера, я уже и монитор нанего повернул, а он все равно пишет, что не видит. Что мнеделать?- Пальцем покажите."
3947,pc,"Мне сегодня письмо пришло.Настоящее письмо, бумажное.В конверте со штампиком и прочее.Из Москвы, точнее, из славного города Люберцы, отподруги.А в письме всего две фразы: ""Мэри! Выйди в аську!"""
3948,pc,"- Здарова.- Преаед.- Каа деал?- Се лелаешт?- Нормльно, а ыт?- Раобаю.- А мен хлуахпу пдорила.- Сдаюсь... что?"
3949,pc,Увидел на одном форуме. Вопрос: Я скачал файл из интернета теперь он мне больше ненужен. Как его закачать обратно. Ответ: Вот из-за таких уродов как ты в Интернете скоросовсем файлов не останентся.
3950,pc,"Программист сдал куртку в гардероб, получил номерок 404 итеперь боится, что когда придет ее забирать, гардеробщицаскажет: ""Куртка не найдена""."
